msgID,texte
636,"There will be a potential long term negative impact from the easy money lending being carried out over the last many years 
 There will be some point where this continue madness needs to be stopped and let the banks take the natural growth path without the artificial oxygen being supplied from the Central Banks"
5338,"I would prefer a smaller portion of my portfolio to be invested in gold 
 Holding too much would prevent the growth I would look for in a portfolio"
2157,I think it will take a high level of investment
8994,Yes
7766,During market crash of 2007/08
1899,"I guess it all depends on how risk-averse you are/want to be 
 As stated above, the inverse correlation means that by hedging we do lower the risk, but also the reward 
 I'd buy as much gold as to reach a maximum risk level I'm comfortable investing with"
2266,This could lead to discprepancy and finally leading to loss
4981,"While investors may be wise to beware of price-to-earnings ratios, it is equally prudent to keep such concerns in context 
 Although P/E is not something once thought to be magical, it is still valuable in the right way of using it 
 Remember to compare P/E in one industry, and a particularly high or low ratio may not incur disaster, which is a sign worth considering"
339,"I think both are right 
 On the one hand, mitigating unemployment was a priority to prevent a depression 
 However, the consequences of the vast money printing and the huge increase in public debt are yet to be seen 
 If inflation explodes due to this expansive monetary policy, it will again be the conventional citizen suffering the cost of both inflation and unemployment"
3133,"I believe, the bailout was necessary for the economy to stabilize 
 Economic stability was required after the crisis and this is more important than what the future would hold 
 Banks do not have a free license to operate in a careless way, regulations will always be there 
 So it is not a bad incentive for them"
7473,The formula is ytm= {C+((F-P)/n)}/{(F+P)/2}  C=coupon/interest payments F=face value P = price n= years to maturity  NOW in the video the fraction subtracted by 1 maybe the present value of bond  which is c/(1+r)\n
1606,We assume that the other comparable companies are fairly valued themselves
3205,"I would typically allocate not more than 5% of my portfolio to Gold 
 However I would keep a close watch on this Asset class and get insights into Gold price cycles and fundamentals 
 I would increase my allocation of Gold if I anticipate any risks to equity markets or any political and stability risks"
5895,"\nFrom my point of view diversification of serious portfolio best to have a razobale coverage and thus have less exposure to risk, and from this point of view ohn reasonable investment in gold in my portfolio would be good to mitigate the bad acontecimeintos that it might come.\n\n"
5753,"As we can see that the consequence of US government's decision has vastly impacted the US economy and it has been able to revive more rapidly as compared to others 
 So I can say that I believe that it was a good move on part of the government"
9034,"Yes, There is no information given about how to measure it or how it is measured 
 Would be interesting to know, even though the number myabe given if you look for it in the internet"
4891,"It was\nnecessary as there is no way to predict with 100% certainty what the\nfuture holds 
 However, for one to survive it is necessary to quickly adapt 
 The\nactions of the US government are an example of an adaptation: working together\nwith the financial sector to guarantee a faster strengthening of the country"
1983,"A torough observation of the market will  determine if I invest more or less in Gold 
 But definitely there must be some gold reserve in case of a black  swan happening"
4084,We can always use multiple-based valuation method
4426,"There might be situations when the company who are in the same industry and with same financial framework might have faced losses due to inefficient management or due to internal problems but which might not occur in your company, thus multiples- based valuations might be misleading in some cases"
4048,"Well, i think you should've rounded your answer, and then the correct one would be 25 (w/o any percentage sign)"
5232,I wouldn't invest large part of my portfolio as a gold because I don't want to decrease my chance of earning more with other financial assets
4172,"I believe that would depend on how much risk the investor wants to take , also on the length of the investment 
 Possibly I would invest 10 percent of my portfolio into gold if I had an investment plan of 5 years  or longer  
  However  I would keep cash available in case unpredictable events happen 
 So I could buy more gold even at a higher price "
5117,"I think it depends on my portfoli exposure, If investrors prefer to in vest in stable countries, I will buy a small piece of gold and vice versa"
2324,As I see it a kind of bail in in which lender assume their own risk would be much preferable
2365,"The assumption would be, that the company is going to perform as it has been performing in the past 
 The present/past performance of a company doesn't necessarily tell you about the performance it is going to have in the future"
1878,"Even if bailouts were necessary to rescue the economy, banks need to be strictly regulated and held liable 
 The penalties enforced did not measure up against the corruption within banks 
 CEOs of these banks were not held criminally liable 
 Merging of banks made the banks even bigger to fail 
 Even the new regulations set up in the wake of the crisis to tighten supervision have not been half implemented till now.  (the Dodd Frank bill have still not been implemented (for example prohibit banks from proprietary trading. 
 ) 
  All this just goes to show that banks have been bigger lobbies and to avoid another crisis, it is imperative that these banks are effectively regulated"
360,"Multiple evaluation method needs that the ration that is taken as reference from a company to evaluate other company 
 It should be such that both companies have equal market share and perform equally and most important both should be playing key role in the same sector"
7468,"HI Oyebola, Sorry you're having problems and hope this response isn't too late 
 I would suggest trying to add a decimal to your answer such as ""2.0"" Let me know if that helps"
1987,Hi Mohamed i hope to join the course
4603,I am against buying bad-performing loans by freshly printed USD. We can learn from history that this kind of monetary policy will always end up very bad
8353,I'd rather have relatively small part of gold in my portfolio
6729,"Federal Reserve has done the right thing at the right time 
 The QE behavior stopped US economy going into the Great Recession in 1930s and at any time, Federal Reserve could get back the liquidity to avoid the bubble through reducing the balance sheet"
2984,"Perhaps for all the reasons that were talked about, how gold can hedge against extreme events, and depending on the period of where the economy is at the moment then I would have invested anywhere between 10-30% of gold in a portfolio 
 On a second thought, if the black swan occurs then would the buyers of your gold know that you are desperate to trade it for items that hold more value: food, water etc. Or would you trade it for the same dollar that is losing it's value 
 And what about silver 
 Isn't that a poor man's gold 
 Would silver owners be able to trade it more easily in such events as black swan 
 Does silver work the same way as gold when talking about inflation and such"
7193,"First I am not understated so repeated it and tray to understand 
 Made a common mistake."
7050,"Hi BT, Welcome to the course 
 I hope you are enjoying it so far! Best regards, Jonas"
8494,Small part
154,"The financial sector is a different animal, in that when a bank fails, it effects not only those in the company but those that have to chosen to do business with the bank 
 Although the safety net of 'TARP' does lead some carelessness in a bank's investing activity, they play far too vital a role to allow them to fail without some sort of a government bail out"
8489,Small part
206,"Hey Jason But how do you judge that the economy is fine 
 Bubbles are seldom predicted, take the dot com and the subprime crisis 
 Only a fee investment analysts were able to predicts that, the rest of the market suffered 
 Is it not safe to strike a balance between safety and growth so that regardless of the direction the market takes yours is a safe bet"
9098,"Yes I figured that, forgot that an integer means a whole number 
 Back to grammar school as well I guess 
 _smiley_"
5319,"We assume that they have the same debt 
 Comparing Toyota to GM during the financial crisis would be a bad instance using multiple-based valuation"
40,"I recommend you to read ""To Big To Fail"" by Andrew Ross Sorkin"
6247,I would have 2% of my portfolio invested in gold at all times as an insurance against extreme events
8996,"Yes, but with more regulations imposed"
3069,"I'm worried banks now don't have the incentives to manage their risks properly 
 They are encourage to maximize risk (to achieve larger profits) since they know governments will bail them out in case the losses are steep"
1343,"Companies are undergoing various cycles as well as markets 
 For example, periods when they are focused on developing a new product or expanding on new markets negatively affects their cashflow 
 Yet it is likely that their value will grow through this actions 
 Another example can be timing 
 Whole market can be undergoing pessimistic periods, which may lower the demand for their products which in turn will lower earnings in short term, but may boom in long term"
952,"Since banks play a crucial role in the economy, it is only necessary for the government to bail these ailing banks back into recovery 
 And because banks have a vital role to play, they should be treated differently from the rest of the industries (i.e automotive and manufacturing) 
   However, bailouts should not be used as an easy way out to rescue banks but as a last resort to bring balance in the financial ecosystem 
 Along with the bailouts should also be harsher punishment for erring and abusive banks"
3858,"When using multiples-based valuation methods, you are assuming that comparable companies you are comparing against are correctly priced, which may not always be the case 
 These could be over or undervalued 
 Past instances, like the dot-com bubble of 2000's, have shown that companies could be irrationally overvalued as a result of heard-like behaviour when valuating new companies without taking their individual fundamentals or underlaying income-producing capabilities into account"
6502,Investment in gold is must
2973,We are assuming that the companies will have comparable growth and we are assuming that the market is entirely rational
7048,10 - 90 %  _smiley_   depends on the situation
1196,"In my opinion, bail out policy from central bank may stimulate the recover faster in the short run, it just a fixing of problem at hand 
 But in the long run, if they're not gonna fix the root cause of the problem, the bigger and more severe problem might occurred"
3291,Might not always be able to use multiples-based valuation methods as ratios might not be accurate and truly reflective of companies
7847,"Yo Elena, Greetings  
  NPV (Benefits)- NPV (Cost) = Answer, Therefore NPV Befenits( Answer from Question 3)- NPV Cost(35)= Answer 
 I hope this was useful 
 Regards"
3838,"I've been reading a very interesting book from James Rickards, he is the  editor of the newsletter Strategic Intelligence in the US and has worked for CIA and the Pentagon  
  He says to invest in gold in this moment because the US nowadays has one of the highest debts in the world, the FED wants inflation (It has already tried with quantitative  easing w/out success) but the country is near deflation 
 Gold is a safe harbor and historically has overvalued in situations like that 
 But he says to invest in physical gold not in Structured Operations Certificates for eg"
2957,Only Stock markets
3985,"What we are talking about here is simply moral hazard, or the lack therein of bank policies 
 Looked at logically, there is no incentive for banks to moderate or indeed change any part of their lending practices 
 However, lending was never the issue for the so-called Great Recession 
 In fact, the depression from which we are still recovering was a result of the lack of segmentation in the Retail and Investment banking arms 
 What does this mean 
 The Great Depression was caused by massive speculative investment mania by ordinary citizens being allowed to borrow on margin into a roaring bull market where underlying value was detached from price of stocks 
 This inevitably led to a bubble or massive proportions and a resulting crash 
 However, many banks and lenders were allowed to go to the wall 
 Whilst some commentators believe that this was the root cause of the impact and sharp decline in the stock market value, the recovery was also relatively quick lasting approximately 3 years from start to finish 
 By contrast, because no banks were allowed to fail other than Lehman Brothers which was used an example of the systemic failure that could occur if other investment banks were allowed to go bust, this allowed the banking leaders (and root cause of the overvaluation of the housing market) to petition for TARP funding from the US government to the tune of $700 million in the first instance and much more subsequently as described in the previous video 
 Essentially, the government with the aid of Hank Paulson to justify the massive bail out of private banks with public money 
 It is worth remembering that government does not have any money other than through borrowing (bond market) or tax receipts, i.e 
 The earnings of private citizens and to a lesser extent companies who tend to offshore their earnings in tax friendly jurisdictions 
 So this is what is meant by Moral Hazard 
 Nothing other than the inefficient Dodd-Frank bill has been put in place to prevent a repeat of the Great Recession in the next couple of years 
 However, the bust this time will be much greater a) because the original debt has not been cleared by allowing banks to go bust and b) because the banks now believe that however they choose to make money they will be back-stopped by the tax payer - privatizing the profits and socializing the losses 
 In contrast, the Glass-Steagall act was introduced at the end of the Great Depression to separate Investment and Retail banking arms thereby preventing excessive risk taking by the speculation activity of Investment banks from adversely affecting the 'real economy' i.e 
 Business lending and private debt creation 
 The last part of this act was repealed by Clinton in 1999 under massive lobbying from the larger banks and this allowed the creation of banking monoliths such as Citigroup (so-called 'Too Big to Fail' institutions)and also the creation of extremely exotic synthetic investment products such as CDO's, securitized mortgages, virtualized securitized mortgage backed securities underwritten by the ratings agencies who were at once employed and expected to be dispassionate about the risk involved in producing these products which no-one actually understood 
 The cross-selling and  mixing of these products by investment banks meant that no-one understood exactly what assets belonged to whom, leading to a loss of confidence and so-called Credit Crunch when banks refused to lend to each without exorbitant inter-bank lending rates 
 The Central banks were then called upon to act as the lender of last resort which in this instance was the correct approach as the actual situation at the end of 2008 was much more serious than that in 1929 
 This would have been an effective strategy only in so far as it allowed risky assets to be disposed of and bank balance sheets brought under control reducing the leverage from in some cases up to 40:1 down to more historically manageable levels, perhaps around 9:1 
 This unhappily has not happened, and the opportunity has been lost to achieve this aim. This means that the bank balance sheets are in poor shape as they were and consumers are likewise carrying huge burdens of debt 
 Growth levels have been weak because of this and in fact despite the lowest interest rates ever recorded, there is little appetite for more debt 
 Debt is linked to growth of consumer spending in the US which has a knock-on effect for exporting economies such as the Eurozone which typically does not have the same level of private consumption"
488,"Gold is a proxy for cash but with inflation proofing abilities, therefore it would seem to make sense to hold cash in the form of gold at the same proportion that you would typically hold cash 
 There is of course a cost to liquidation of gold that may not exist with cash plus the insurance costs of holding gold 
 With that being said, I would be inclined to hold between 5 and 15% in gold depending on the global stability outlook 
 Given the current outlook I would tend towards the higher end of this estimate"
4160,"Some of the companies we are comparing with can have specifics that are not very knows and thus - putting them into different pool with the company we are evaluating 
 Comparing two companies can be a tricky exercise"
5543,"The assumption is that both company must have same financial structure and their may  be the chance that market is not representing the fair value of companies like in dotcom bubble 
 It can be used for companies that are reporting losses by using P/E ratio"
5102,Depends on market trend but I'll go with the small part of gold in my portfolio for insurance I can use options
1052,"When we use the same ratio to compare and value companies, we have to think that a company could have a different business strategy than other 
 Also, if the companies are in different countries, we have to analyze the macroeconomic cycles of the countries 
 For example, I think we should not use the multiple-based valuation method to value a company of an emerging market using a multiple of firms in Europe"
2255,It is necessary
6368,"That other companies are valued fairly 
 Bubble situations (e.g 
 _domain_ , 2008 crises) 
  In terms of negative earnings we shall look at earnings over longer period"
6275,"None in the USA. Not discussed in the video of gold but discussed last week is the liquidity of the asset and the costs of the transactions 
 Gold is taxed as a collectible, not as a capital gain 
 Further, the brokers take a huge percentage cut both directions 
 Other gold-related assets such as commodity or future contracts might be considered"
3226,The companies you choose may be a bad comparison
6350,Ratios like P/E can be subject to different interpretations and not precisely that a company is undervalued
3657,"You can have in portfolio the large part of the defensive stocks 
 For exsample, Nestle, Coca-Cola, Kraft Heinz and trend stocks, Altria 
 In this case you can soft the consequences of crash 
 So for me 5% gold in portfolio is enough"
8508,Small
7469,As it is very clear from the lecture and few events which happened in the past we can take this gold in our portfolio till 30% or even 40% depending upon the market conditions
1373,"Particularly with recent market entrants, using the price/earnings ratio does not reflect investments the company makes towards future earnings 
 Established businesses may have a stable rate of investment and innovation that underlies assumptions about future growth, but many firms cannot be expected to seek constant returns, even if those returns are positive and growing"
6388,Comparable companies are not very similar to form an reasonable comparison
3690,"In my opinion, the issue may be with choosing the appropriate multiple for the company 
 This may also link  to measuring of risk the other company is exposed to as well 
 As we need to choose comparable company which has a similar risk 
 The question that arises in my mind and could be wrong ""what is similar risk and how similar could it be or basically what is the definition of similar or how much could that risk vary?"" It may sound wrong though"
2461,"Welcome to this course Emily 
 Wish you all the best"
903,"At current stage of my life (youth) I would prefer less gold in my portfolio and focus more on higher return investment, however towards retirement I would increase my position to avoid financial wipe-out if ""black swan"" event occurs"
3951,"Ideally, my preferred ratio of gold in a portfolio would be zero 
 Gold itself is not an investment since it does not yield any cashflow and does not grow 
 I don't suddenly have 11 gold coins out of 10 some time later 
 However, I see a small portion of gold useful as a hedge 
 In certain unwelcome scenarios gold would perform very well 
 A ratio of 5-10% seems useful 
 In the current era of high debt, money printing and the questionable US-dollar standard I tend towards the upper end of 10%"
2381,"I think that amid the crisis bailout of  the US financial sector was necessary for the well-being of the economy (both US and world's) 
   Still, the issue with  carelessness in bank's investment activities is important 
 From my point of view, it's more matter of regulation and scrutiny 
 Central bank and government should prevent further careless decisions of Too Big To Fail banks and institutions"
1185,"I personally prefer to hold 20 % of my portfolio in gold at all times 
 I miss some yield I could gain from holding other assets, but on the other hand, when something happens, my gains from rising price of gold will reduce my overall loss"
7587,"Hello Yewande, Can you help me with the outcome of questions 3 and 5 of the second week Quiz, please 
 I have difficulties to solve them 
 Thank you. Rafael Tárrega"
3602,"L.S 
 The course Understanding Financial\nMarkets is already long finished 
 However I still see that one of my assignments\nis yet not certified 
 Could you please verify this assignment 
 Best Regards, Lambert Krist"
230,"The assumption that we make when using multiples-based valuation is that the efficient-markets hypothesis is valid, therefore the price of a stock represents all available information about the company 
 However, human psychology can inflate (or deflate) the price of any stock and therefore create bubbles or severe recessions, flash crashes etc. One of those instances were it wouldn't be wise to use multiples-based valuation, would be the dotcom bubble when the P/E ratio of the NASDAQ reached a staggering 175x 
 At that time, even companies that reported negative earnings might have faced a short term drop in their share price but longer term they would still follow the overall bull trend and increase their price"
8573,"Since I happen to be in  ""risk aversion"" side,  I would rather have a relatively large part of my protfolio invested in gold an less part in stocks or bonds even when I know I'm loosing the opportunity to make higher returns"
1291,"I find the practise doubtful, since if the companies are very similar they are likely competitors and impact each others earnings 
 If on the other hand they are dissimilar the valuation may be wrong"
8707,Small
2283,"The very important assumptions we make about P/E ratio is thta we assume that companies do not hide information about their earnings, meaning thtat in order to compute the correct Market Value we need to have the correct amount of earnings 
 This is not always the case, for example in the  _domain_  crisis this was actually the case, a company faking its earnings and distorting the ration P/E in the market for this sector 
 A loss of the company shiuld not necessarily be taken as a ultimate state, it can be temporaly state that can be reversed"
8507,Relatively high
6071,Not necessary
2389,"Certainly, the potential consequences of these measures could worry a few, since this was the first time in history to use this kind of policy, but the alternative impact of letting the economy ""heal"" itself at that moment of high uncertainty, was not something i think the US Central Bank would have wanted to risk 
 I believe that the Central Banks that have implemented bailouts should take action into establishing criteria for future bailouts and also modify norms and regulations in order to avoid that the regulated institutions be careless in the same way in the future"
2318,"Hello , my name is Fabio, i'm Italian but i'm living in Las palmas (Canary Islands) 
  I'm a Forex trader since 2011 and i'd like to move to the next level to know how to manage an investment portfolio 
 Very nice to meet you all"
8516,I personally would have a relatively small part of portfolio invested on gold
8780,"\n\na relatively small part and stomach the impact that extreme events may have on traditional assets, with the conviction that these assets are ultimately the ones that will enhance my living standard because they are supposed to reward me for my invested capital"
7880,Between 5% - 20%
2366,"There are many occasions when multiple based valuation wouldn't be appropriate 
 For an example such an instances may include: (a) in case of valuation of a startup company that hasn't generated any cash income yet. (b) expectations of Price and Capital returns doesn't always go in the same direction or with the same pace 
 (c) P/E ratio might misleading based on how that ratio is obtained 
 For an example: if a company holds a lot of excess cash, which generate little or no income, that ratio may show an artificially inflated value 
 Therefore all non-operating assets must be excluded in obtaining the ratio 
 (d) multiple based valuation based on industry averages doesn't take into account that different companies, although in the same industry, may have different growth expectations based on the value they create"
3488,"I believe that the US Government (and others around the World) bailout of  its financial sector plagued by troubled non-performing assets was simply necessary, because without a healthy financial sector, economic growth is impossible 
 However, the concern that this bailout somehow incentivises banks to be careless in their investment activity and risk management is not without merit 
 One way of addressing this concern is legislation mandating a certain percentage of bank profits towards a fund that can be used to repay the taxpayer and for future bailouts 
 That is bailouts are not handouts to the financial sector but loans meant to be re payed when the crisis is averted"
7611,"I would hold around 10-15% of my total holdings in goal  
  just in case the black swan happens to be swimming with me during one summer  
  it is enough only once for this to happen to take a 50% hit which as we know takes 100% just to get back  
  which might need many many years, maybe a decade or two "
4901,"It could be for example a ""one year "" loss for a political affair, or a natural dissaster as the tsunami in Japan"
7835,"Good luck on your Series 7 Exam 
 - Eli, TX"
6854,The assumption is that the firms have a similar financing structure and that they are at a similar level of growth
8689,I would have a reasonable part of my portfolio neither large nor small
4576,"This question concerns more the philosophy and principles and shows that economy is rather a social science 
 Bailout is not exactly what a liberal capitalism is based on and certainly is not what one could call fair 
 On the other hand a collapse  of entire banking system would have a profound consequences for everyone 
 At the point when the decision were made the outcome wasn't certain and we can only judge by the final situation"
7200,Ah yeah thanks
5385,It depends on the economic cycle and the events that might leads to apply a tactical assets allocation
659,"I think the bailout was necessary 
 However there should have been addtional steps taken to assure that the same carelessness doesn't repeat itself 
 That would have been either arresting and charging people 
 Or at the very least, charging them large sums of money"
2541,"1) aggressiveness of my investment strategy: like i rather to have higher risk instead of get better return i will relatively have small amount of gold  2)  & economy condition: if my investment is in relative safe market, like in US those developed country, i will rather purchase bond/stock to have better liquidity plus, why just cannot purchase gold ETF rather to own gold 
 Espeicallly when i only have small amount of fortune"
7009,"I used to think that 43 is what we valued and it's cost, 35 is actually what we traded and it's benefit 
 And finally the profit is negative 
 Thanks a lot for your help"
8075,I would put around 25%
1767,"One of the assumption we can make when using the P/E ratio is that the 2 simmilar companies have the same WACC, same constant growth rate, same marketing image etc. A company with negative earnings can signal an attention point on the market it is currently performing, on its management, image etc"
110,"I believe the bailout was necessary for the well-being of the whole economy 
 Purchasing the assets and equity from financial institutions, the government can help the banks recover faster from economic crisis and eventually revive the economy 
 And in real life situation, this solution is still very unusual, so it won't act a bad incentive for banks"
5191,A 10% allocation of the overall portfolio into gold should be reasonable both for the purpose of asset diversification and risk mitigation
3836,"In both cases there are risk which will have to be evaluated 
 However the fact that till now the US has been recovering faster than before it proves that to a certain extend this strategy works 
 However too much of something will not give best results 
 Having a balance between the two is the answer 
 For example have a set of criteria on assets and equity from which the US government will decide on whether to purchase or not the above will provoke, in my opinion, banks on more careful investment activities in the future 
 I am not an expert neither I have a deep understanding on the subject 
 Therefore  i am not able to provided criteria examples"
2669,"I would prefer to have a relatively small portion of my portfolio in gold 
 A slight insurance policy against unlikely events 
 It makes no sense to spend all your money on insurance when you make little to no returns most of the time 
 It defeats the purpose of investing"
7401,"For example, suppose that a company is currently trading at $43 a share and its earnings over the last 12 months were $1.95 per share 
 The P/E ratio for the stock could then be calculated as 43/1.95, or 22.05"
4110,"I argue that the TARP program incentived banks to be careless 
 Action has consequences 
 Normally, if you take foolish actions you will reap bad results and if you take a wise action, then you will reap the rewards of that 
 In this case, if banks take really risky bets, then the consequence is that the government will buy is it so nothing bad there happens 
 If banks make a good bets, then the banks make a lot of profit 
 This is the type of thing that make you start your own bank"
1566,"It really depends on what your view the current company you're currently vested in like 
 Are youncurrentlt taking a Long term view or a shorter term, view 
 If you are taking a Long term view, then it would depend what is your ""cost of capital"" or rather the opportunity cost of you were to invest in another company 
 Hence, it may or may not be appropriate to use multiples based valuation method all the time"
4738,5-7% also with the addition of some gold mining stocks which have the potential to outperform the gold price
4918,"Infering P/E ratios of the chosen multiple from a comparable firm can lead to discrepancy from the result of DCF valuation method 
 Multiple based valuation method is not always used because choosing a multiple is a crucial step for this process 
 Criteria in selecting a multiple are as follows: with same operating risk, same expected growth rate and same financing structure 
 If these factors are miscalculated or taken for granted, it would lead to wrong benchmarking and wrong assurance to the investor as to the value of an equity, be it overvalued or undervalued"
2188,I prefer to have a relatively large part of your portfolio invested in gold these days since uncertain macroeconomic environment
5980,"You need to take into account the debt of the company, the future risk must be included"
4582,The asumption is that companies trade at fair value
31,"When using the ratios we assume that the earnings and other date is accurate and the market is stable and fair 
 In situations like those of the financial crisis or situations that appear to be bubbles, you may not be comfortable using market ratios 
 In the instance that companies report losses that may also skew the market ratios"
256,"In my opinion, since gold is inversely related to the stock market, thus when the stock market is performing well, gold will be performing purely 
 Thus, when the times are good we need to be performing well, so I believe that at any time the largest part of one's money should be allocated in diversified equities and bonds 
 This doesn't mean that we shouldn't give the necessary attention to the insurance gold gives us 
 When the stock market failed in 2008 the price of gold skyrocketed, reaching 2000 USD/ounce 
 That means that even a small fraction of our money in gold can have a satisfying outcome 
 So I believe that it should range around 10%- 20% pf one's portfolio 
 More of it will bring unsatisfying returns in the long-run"
6921,"No, my focus more will be on real estate rather than gold 
 But i will definitely invest some part in gold as well to remain stable"
1634,"""Past performance does not guarantee future results"" - ratios are based on the past 
 Companies might not be comparable enough (management, geography, customer base, etc.)"
9012,"It would be prudent to think of the potential consequences of this bailout in 2008 because yes, the banks will have bad incentives because of this but as we all know, the financial sector was in need at the time 
 It's the governments job to regulate in such a way that the financial sector can't just wander of to do bad things with tax money which they got from the bail-out"
7460,"I couldn't answer questions 2 (the one about market valuation) and 9 (the histogram fro Russia), do you remember the answers"
24,"A business and finance student here 
 Keen to develop my knowledge on financial markets and this course seems to be right one *fingers crossed* 
  Hoping to work with you all"
1507,"Dear Mr 
 Hoesli, You have mentioned that investments in RE are usually a good hedge from inflation 
 I would like to challenge this statements based on the data from recent RE price development in Russia 
 In Russia we recently faced a number of factors: international sanctions and oil price shock led to increased outflow of capital from Russia which resulted in increased demand for foreign currency and substantial devaluation of Russian ruble 
 Devaluation led to increased prices of imported products and to increased prices of domestic products as well, since domestic producers decided that they can increase prices and still remain competitive in comparison to imports 
 As a result, inflation in the country increased sharply 
 In such a situation it could be logical to assume that if someone invested in real estate in Russia before all these events, she could be ptotected from inflation 
 However, what we witnessed in RE market after those events is that due to all these factors the purchasing power of Russian citizens decreased, since their daily expenses increased, so their demand for RE investments decreased as well 
 Thus, not only the prices of RE assets have not been adjusted for devaluation, they fell even in RUR terms together with rental payments, which also fell 
 Thus, for example, owners of flats, which let them for rent, not only were unprotected from inflation, but were hit by it and their investments decreased in value 
 Here is a short article about the RE price movements in Russia:    So, it seems that when hedge is mostly needed during the time when inflation jumps, RE investments do not protect from it 
 Thank you in advance for your feedback 
 Kind regards, Ilya"
3626,"That's a good question, and I would wager that my ""correct"" answer would depend on where I am in life 
 If I'm a *young* person and therefore able to weather market volatility, I would imagine I would probably take a smaller position (on gold) and therefore have the potential to realize greater returns by investing in equity markets 
 If, however, I am closer to retirement age and unwilling to stomach volatility, or am simply less risk averse, I would probably take a larger position [on gold]"
336,I'd have 15% of gold in my portfolio
4496,"I think purchased stressed assets from banks at such critical period is necessary to prevent another great depression 
 However, this can be managed better by dividing support for not only banks, but also household 
 Dodd-Frank has trapped the money in the financial sector that causes huge income inequality that we are seeing today 
 In terms of moral hazard, policy makers are the first one to blame, then comes the household 
 The historical policy (community reinvestment act) and ruthless Bush government are the ultimate reasons that causes the 2008 financial crisis 
 I'm not less worried what's about to come given current level of income inequality and current US government (Trump administration) than 2008"
8247,"Sorry but I don't know which video you're talking about but here is my answer for your question: P/E = Share price / EPS (Earnings per share) => share price = P/E * EPS = 9 * EPS EPS = Profits after tax / number of share = 400m / 100m (I think it should be 100m instead of just 100) = 4 So share price should be 9 * 4 = 36 
 I don't think they will include debt here as the profit to calculate the profits after tax already included any interests payments made 
 This is what I know, please point out if I did anything incorrectly"
7109,"I want to thanks all of you for the help to understand the procedure on how to obtain the value of 1742, due to some of the formulas are new for me"
1946,"I would allocate 5% of my portfolio into gold investments 
 Additional 5% can be invested in investments like silver, base metals and equities with a strong correlation to the gold price (like gold mines equities) 
  These 10% of the entire portfolio are in the same time a liquidity pool 
 The rest of the portfolio will invest based on the portfolio strategy (efficient frontier)"
8061,"Hello Viktor, Can you help me with the outcome of questions 3 and 5 of the second week Quiz, please 
 I have difficulties to solve them 
 Thank you. Rafael Tárrega"
1191,"One assumption would be in relation to the management team that is in place 
 Examples of this would be if there was a management change that caused uncertainty in the company - but the new management hadn’t yet had time to influence the the value in relation to the the ratios used"
473,"Along with the bailout, the US government impose more regulations on the banks and it's probably not productive to compare an entire sector of the economy to something like a spoiled candy-eating baby 
 Both, the government and the private sector made mistakes leading up to the crises and the bailout hasn't been completely one-sided in the financial sector's favour 
 In the end though, the biggest loser haven't been banks of the government but consumers and the working class who have seen their wealth shrink and wages stagnate"
1950,I think it was necesary because if the us goverment haven´t done that then the us economy could be as the euro economy
3872,"Market prices the equity correctly, which (at least) in short sight is not always true"
1689,"Market efficiency  
    During bubbles some stocks may trade at very high multiples which could imply doubtful growth rates 
 When negative, the P/E does not make sense and cannot be used to value the stock"
367,"The first issue that comes to mind when using multiple-based valuation is that it uses the share price (the P in P/E) to determine value 
 However, it is possible that the share (or even sector or the whole market) could be overvalued 
 Therefore, if you have to be 100% invested then the multiple-based valuation approach is useful as it gives you relative values - but not absolute 
 This generally happens during equity ""bubbles"" and the  _domain_  bubble comes to mind as a good example"
1560,"Hi, i am Elizabeth also from South Africa 
 Nice to know that there is someone who share the same mind set is close by"
2507,"The first is in P/E ratio we use the past earnings, earnings which are already realized o value the price 
 A forward looking approach should be preferred, but again you will have to forecast earnings 
 For companies that have reported a loss, we can use the price/sales multiple"
2618,"Hey All, I am a manager in the civil construction industry 
 Finance and markets have always been of interest but I have never spent the time to fully understand them 
 Many of my assets are managed by a financial advisor 
 My goal is to gain a stronger understanding of financial assets available to enable me to have more fluent conversations and a better understanding of individual asset strategy"
4533,Necessary
197,As long as both the macroeconomic and political situation among others are neutral or positive i would keep as low as possible my investment in gold and rather invest in equities with higher yields
1542,"Think it was necessary 
 Difficult to predict the outcome of doing nothing and needed to take atypical action in the unusual situation 
 Cannot cut your nose to spite your face 
 I.E cannot withhold the bailout in order to teach banks a lesson when the consequences of doing nothing are so big"
8917,"I would prefered a relatively small part of Gold in my protfolio, since it opportunities cost are high"
7358,"Hello Philip, Can you help me with the outcome of questions 3 and 5 of the second week Quiz, please 
 I have difficulties to solve them 
 Thank you. Rafael Tárrega"
8399,"Small part: over time the reward on conventional assets, in a managed portfolio can weather the volatility of even black swan events"
7530,"I thought I asked this but I can't seem to find it, so apologies if it's posted twice but where did you get 134 from"
796,"The assumption is using multiples based assumptions is that the company whose price is to be calculated will be earning at the same pace, with the same growth and with same financial leverage, which may not be true every time"
1790,"I personally would invest a relatively small part just as insurance but would take the chances on investing in traditional assets that provide greater returns 
 I live with the mindset that return should come in the short term rather then waiting for something that may never occur in the long term"
